latitude,longitude,rwi,error
1.2413579,110.4235840,-0.238,0.506
3.9409805,101.8762207,-0.125,0.501
5.9329721,102.2277832,0.288,0.558
2.1198775,112.2473145,0.520,0.482
3.6998186,103.2824707,0.194,0.535
4.3354564,101.3269043,0.065,0.480
5.8455454,117.4987793,-0.601,0.476
2.3613917,102.9089355,-0.264,0.535
6.0859354,116.3342285,-0.540,0.492
1.4829887,110.0061035,0.634,0.510
2.4931093,102.2717285,-0.355,0.505
6.9373327,117.1472168,-0.110,0.496
2.0759616,111.7639160,-0.885,0.493
5.2331870,115.6311035,0.032,0.500
1.6806671,111.6540527,-0.436,0.457
6.3698938,100.3381348,0.540,0.544
3.0637244,101.6345215,1.050,0.492
1.6367402,104.0075684,-0.250,0.518
1.6367402,111.0388184,0.134,0.541
4.4011829,101.5026855,-0.415,0.478
5.4957038,115.8947754,-0.032,0.586
4.8173122,114.9938965,-0.370,0.553
3.8532931,102.2277832,-0.624,0.533
3.9629009,103.2385254,-0.063,0.516
3.4147247,101.6345215,0.754,0.541
3.7875216,113.6755371,-0.414,0.532
1.1754546,110.5993652,0.072,0.537
2.0100856,103.1945801,0.250,0.575
1.9002862,102.7990723,-0.251,0.518
6.1077838,116.2243652,0.703,0.562
3.8313699,100.8874512,0.060,0.533
5.1675404,100.6677246,0.568,0.539
4.7954168,102.3156738,-0.537,0.523
6.1733235,118.0700684,-0.382,0.422
3.1514858,102.2277832,0.103,0.532
5.5831840,117.0812988,-0.315,0.486
1.7685179,103.3044434,0.138,0.541
2.8662354,112.3791504,-0.312,0.527
2.6467632,102.2717285,-0.005,0.567
3.6121068,113.7634277,-0.499,0.505
6.0203850,116.1804199,0.261,0.546
2.6687122,101.7883301,-0.034,0.523
2.7784514,112.0275879,0.177,0.571
1.3292264,110.0720215,-0.454,0.495
4.1382430,114.3347168,-0.550,0.486
5.5175751,117.7185059,0.028,0.561
4.4230904,114.0051270,1.043,0.510
2.6028640,114.9938965,-0.782,0.423
2.3174830,113.1701660,-0.801,0.426
5.5831840,102.4914551,0.397,0.552
3.6778914,103.3264160,0.021,0.540
3.8313699,100.8435059,0.234,0.524
4.7516240,117.9821777,-0.868,0.466
5.4738318,102.5134277,-0.069,0.544
2.5589632,102.4694824,-0.006,0.492
4.8392069,118.1140137,-0.457,0.512
1.6587038,110.2038574,0.625,0.552
4.6421296,101.0852051,1.018,0.496
2.3613917,111.8518066,0.737,0.547
4.0505767,102.0300293,-0.439,0.500
6.2606973,117.2570801,-0.723,0.514
1.7904800,103.1945801,0.274,0.524
5.4738318,100.7116699,-0.227,0.523
5.5831840,117.6086426,-0.575,0.511
3.7217452,101.9860840,-0.072,0.502
5.5613152,100.3601074,0.408,0.571
6.0422360,117.2570801,0.267,0.549
1.5708481,110.0061035,-0.479,0.578
4.8392069,115.3674316,0.485,0.510
2.1418349,112.1374512,0.131,0.488
4.2258996,102.5354004,-0.409,0.455
5.8236865,116.6638184,-0.192,0.458
1.6147764,103.2385254,-0.158,0.503
5.1018870,118.9050293,-0.442,0.487
5.3207052,118.5314941,-0.474,0.508
5.8674033,117.7624512,-0.104,0.544
2.9759559,102.9748535,0.447,0.521
0.9777357,110.5554199,-0.150,0.533
3.0417830,101.7224121,1.165,0.521
3.7655967,101.3488770,-0.178,0.532
6.1296313,100.3820801,1.026,0.580
2.6687122,101.6125488,-0.042,0.516
6.1951683,116.3781738,-0.932,0.482
1.4610233,111.4343262,0.528,0.558
2.3613917,102.3376465,-0.212,0.501
6.4790672,116.7517090,-0.134,0.559
1.4170918,111.3464355,-0.349,0.551
4.5764249,101.2829590,0.222,0.461
4.6421296,117.7404785,0.140,0.554
2.4052990,111.5661621,-0.149,0.488
5.5613152,118.3776855,-0.966,0.457
2.3613917,111.9396973,0.012,0.494
2.9540126,101.4807129,0.342,0.537
6.3698938,100.3161621,0.225,0.527
5.9111167,102.3156738,0.509,0.543
4.3354564,114.2028809,0.083,0.451
4.6421296,114.9060059,-0.197,0.488
1.6806671,110.2258301,-0.206,0.513
3.5901776,101.6125488,0.520,0.536
1.6367402,103.2824707,0.022,0.531
1.2193903,110.6652832,-0.500,0.519
1.6587038,111.2585449,-0.229,0.531
5.4738318,100.6237793,0.269,0.532
5.1894234,115.9826660,0.073,0.513
5.3644596,100.5358887,0.893,0.572
5.5613152,116.9714355,-0.144,0.472
2.1418349,114.6643066,-0.408,0.406
4.3792747,101.3708496,-0.273,0.564
5.8455454,100.6677246,-0.030,0.514
2.2735730,111.9616699,0.084,0.495
6.3698938,99.7448730,0.512,0.544
5.3863356,100.6677246,-0.475,0.542
5.7799663,102.4255371,0.275,0.540
1.6147764,103.2824707,-0.583,0.501
3.6998186,101.5686035,-0.481,0.525
6.3698938,100.2502441,0.643,0.558
1.2193903,110.1818848,-0.851,0.424
5.7362428,100.3601074,0.388,0.526
5.1894234,102.8649902,0.195,0.512
2.4052990,102.2717285,-0.469,0.571
4.2697242,100.7116699,0.044,0.533
4.0286586,101.9641113,0.216,0.537
4.7516240,118.0041504,-0.641,0.499
4.4449973,101.4147949,0.042,0.557
2.0759616,103.9855957,0.773,0.520
2.8881803,101.3269043,0.005,0.517
4.2916356,117.8723145,1.322,0.575
3.4147247,101.1511230,0.088,0.519
3.1295462,103.4362793,0.460,0.536
1.5049538,110.5114746,-0.490,0.532
5.4738318,116.1804199,-0.615,0.503
3.6121068,101.4367676,0.242,0.532
5.2988268,116.0266113,-0.093,0.531
6.0859354,116.3781738,-0.378,0.501
1.2633253,110.3796387,-0.394,0.499
5.9111167,116.1804199,1.053,0.555
3.3050503,101.7443848,0.853,0.482
5.3425828,115.2355957,0.750,0.563
5.8236865,100.7995605,-0.207,0.536
3.1514858,101.3269043,0.684,0.533
6.1077838,116.8395996,-0.380,0.500
3.6559638,113.5217285,-1.065,0.436
4.0286586,102.0959473,-0.359,0.556
5.2988268,102.1618652,-0.032,0.543
2.8003980,112.2473145,-0.360,0.553
5.4300853,101.0852051,-0.919,0.564
6.0203850,117.3449707,-0.129,0.491
3.9190595,103.3264160,0.135,0.558
5.2331870,100.5139160,0.229,0.549
2.5809138,103.8098145,0.464,0.542
5.7143797,117.2131348,-0.254,0.549
5.3644596,116.4440918,-0.739,0.623
3.9629009,100.8435059,0.270,0.515
2.8662354,113.0163574,-0.483,0.472
4.3573658,114.0710449,-0.048,0.483
4.3135463,103.2604980,-0.330,0.504
5.2331870,100.7556152,-0.257,0.545
5.9985331,102.4255371,0.372,0.530
4.5326183,118.5095215,-0.190,0.554
1.5269188,110.6872559,0.248,0.512
6.5663889,116.6638184,-0.929,0.447
2.4711573,102.0739746,0.330,0.527
4.3792747,114.2248535,-0.277,0.557
5.3425828,100.3820801,0.897,0.526
4.6640299,100.9313965,-0.019,0.558
4.9486696,101.1291504,0.383,0.569
5.1675404,118.1799316,-0.809,0.495
4.5326183,116.1584473,-0.438,0.439
1.7465556,114.3127441,-0.238,0.430
2.9320690,101.3708496,0.761,0.555
5.8674033,117.2570801,-0.631,0.491
3.7875216,100.9533691,0.018,0.513
3.7875216,103.2385254,0.622,0.565
2.5589632,111.7199707,-0.442,0.504
5.6487856,118.1579590,0.001,0.510
5.3644596,118.2678223,-0.516,0.489
5.4082108,101.3049316,0.036,0.563
1.8563646,111.5002441,-0.611,0.518
6.4135660,100.2502441,0.520,0.519
4.0067400,100.9313965,0.145,0.511
6.5008990,117.2131348,-0.649,0.474
5.6487856,118.0700684,-0.518,0.582
2.9759559,113.9392090,-0.118,0.474
2.1418349,111.3244629,0.066,0.552
4.4230904,118.7512207,0.040,0.576
2.4711573,101.8981934,-0.223,0.499
1.4610233,103.4362793,0.366,0.522
2.3174830,111.9396973,0.138,0.514
1.7465556,104.0515137,-0.400,0.489
7.2643942,117.0593262,0.282,0.551
2.4492049,102.2058105,0.581,0.543
5.4738318,100.6457520,-0.276,0.524
2.1198775,111.9616699,-0.069,0.502
5.8236865,117.5866699,0.000,0.517
4.5107140,101.4147949,0.294,0.567
4.1163273,113.9611816,0.175,0.527
6.4135660,117.3889160,-0.206,0.531
4.3792747,100.8874512,0.392,0.539
5.5613152,102.2717285,-0.019,0.524
2.3174830,111.6760254,0.367,0.547
4.3354564,113.9831543,0.772,0.559
1.9881263,103.0627441,0.345,0.497
6.0422360,117.9821777,-0.287,0.548
1.5049538,109.9182129,0.289,0.524
6.0859354,100.6237793,-0.006,0.547
4.8392069,100.6677246,0.406,0.504
5.1675404,100.5578613,0.052,0.541
3.2392398,113.2800293,-0.542,0.492
5.4300853,100.2282715,0.035,0.503
6.0859354,116.1584473,0.958,0.582
5.2988268,117.2570801,-0.030,0.547
1.0216743,110.7092285,-0.052,0.492
5.1018870,100.9533691,0.463,0.540
3.1953637,103.3923340,0.018,0.547
2.3833455,102.2497559,-0.429,0.551
1.4170918,110.7092285,-0.443,0.494
4.1382430,101.1071777,0.214,0.543
3.2392398,113.6096191,-0.269,0.490
5.0800010,100.5139160,-0.509,0.501
5.6487856,102.2058105,0.396,0.519
4.0724942,113.8732910,0.151,0.504
1.5269188,103.6999512,1.380,0.513
2.1857489,102.3156738,0.905,0.543
1.3951258,110.1818848,0.419,0.523
5.3863356,115.8508301,-0.552,0.483
5.4082108,101.1071777,-0.176,0.514
3.7655967,113.7634277,-0.230,0.522
5.8892605,118.0920410,1.270,0.576
1.1754546,111.0827637,-0.673,0.541
6.6755194,117.2570801,-0.443,0.423
5.3207052,100.6896973,-0.102,0.557
6.7628064,116.7736816,-0.262,0.558
3.9409805,100.9753418,0.669,0.497
7.1553996,117.1252441,-0.504,0.482
5.8674033,116.1364746,-0.221,0.568
5.4082108,115.8068848,-0.730,0.499
3.2173020,103.1945801,-0.561,0.511
5.6050520,116.3122559,0.149,0.512
6.3262180,99.7448730,1.172,0.554
2.5370123,102.7990723,0.711,0.553
5.6925158,102.6892090,0.251,0.496
3.2173020,113.6755371,-0.223,0.472
1.9442068,103.5461426,-0.425,0.481
6.1077838,102.2937012,0.954,0.563
1.1095498,111.8298340,0.488,0.566
3.7217452,103.3264160,0.783,0.553
2.7345569,102.2497559,1.020,0.563
5.9329721,102.3815918,-0.588,0.526
2.1637921,102.3815918,0.392,0.546
6.2825384,99.7888184,0.382,0.550
2.9540126,101.3049316,0.971,0.576
3.8971380,101.8981934,0.372,0.536
2.6248138,103.6999512,-0.099,0.501
1.7026302,109.8742676,-0.017,0.524
5.4519589,102.2058105,-0.314,0.539
4.6859294,114.7961426,-0.531,0.480
4.1601581,101.1291504,-0.359,0.529
3.1295462,113.9392090,-0.214,0.566
3.4585910,101.1950684,0.362,0.534
4.5764249,118.1799316,-0.339,0.487
4.2039864,114.3347168,0.655,0.536
6.2606973,100.1843262,0.159,0.535
5.5394455,117.3669434,-0.733,0.418
4.6640299,114.9279785,0.053,0.503
5.7143797,116.7297363,-0.636,0.460
2.2077054,102.1618652,-0.023,0.535
1.9222467,111.2365723,-0.271,0.505
5.8674033,117.3889160,-0.934,0.532
4.5326183,113.9831543,0.575,0.515
6.3698938,100.2941895,0.396,0.529
3.7436712,103.2385254,0.028,0.549
2.6248138,103.5900879,-0.021,0.536
3.9190595,103.0187988,-0.110,0.537
3.4805234,103.0627441,-0.039,0.539
5.3644596,115.3674316,-0.505,0.581
5.2113056,115.8728027,-0.810,0.517
5.5831840,115.8728027,0.273,0.514
2.5150610,102.1179199,0.389,0.536
3.4805234,102.0300293,0.094,0.529
3.1295462,113.3679199,-0.303,0.551
2.0979197,102.5573730,0.368,0.524
3.7217452,102.5354004,0.463,0.555
2.9540126,101.8103027,1.387,0.558
5.9548266,116.1804199,0.289,0.566
3.6998186,102.9748535,0.292,0.512
1.8344033,111.6540527,-0.529,0.434
5.3644596,117.8283691,-0.705,0.495
4.2039864,102.0520020,-0.193,0.530
1.6587038,103.1506348,-0.042,0.528
5.2331870,116.1584473,-0.276,0.496
5.9111167,102.1398926,-0.230,0.540
3.5243866,113.6535645,-0.073,0.512
2.0540032,111.6540527,-0.595,0.481
2.0759616,111.8298340,-0.432,0.511
4.7516240,117.9162598,-1.014,0.512
3.7217452,103.2604980,0.332,0.570
2.4492049,101.8762207,1.174,0.560
3.6121068,101.6125488,-0.179,0.531
1.2413579,111.7199707,0.014,0.524
2.4931093,102.0520020,-0.106,0.507
4.9924497,115.9167480,0.465,0.513
5.9329721,100.4699707,-0.061,0.516
3.4805234,103.3923340,0.851,0.579
4.2916356,101.8322754,-0.144,0.497
1.8783255,103.0847168,0.034,0.573
4.5107140,118.2019043,-0.532,0.512
4.8392069,100.9753418,0.260,0.531
3.0198411,101.5905762,1.625,0.497
5.0581143,118.3557129,-0.324,0.533
5.7799663,100.6677246,-0.134,0.510
4.5326183,100.9533691,-0.214,0.537
5.1237722,116.5319824,0.265,0.585
4.1820725,115.5651855,-0.233,0.414
2.0100856,111.3464355,-0.209,0.510
6.5008990,100.2062988,0.550,0.530
3.2173020,101.7443848,1.315,0.503
3.0198411,113.0383301,-0.568,0.521
4.5545219,117.4328613,-0.821,0.433
0.9557662,110.4235840,-0.507,0.472
5.8236865,100.4919434,0.890,0.563
1.4170918,103.5681152,0.220,0.538
4.7516240,103.3923340,0.671,0.553
2.1198775,102.5354004,0.237,0.522
3.5463174,103.1066895,0.027,0.522
2.8881803,101.7224121,1.040,0.543
4.0505767,101.4147949,-0.487,0.498
5.3425828,100.2062988,0.752,0.565
3.0637244,101.5026855,1.294,0.508
2.7565043,101.4807129,-0.341,0.522
6.0422360,116.5979004,0.317,0.509
4.5107140,100.6896973,0.146,0.519
1.7245930,103.7658691,-0.255,0.559
5.1456567,115.5871582,-0.264,0.562
5.4957038,115.8508301,-0.282,0.559
1.4610233,103.7438965,0.785,0.516
6.4790672,100.4040527,0.080,0.546
2.8662354,103.3703613,0.086,0.565
5.7581050,102.4694824,0.339,0.532
6.4572344,100.3381348,0.651,0.580
4.9705600,103.3044434,0.176,0.538
5.0143386,102.9968262,-0.219,0.538
5.1018870,118.8391113,-1.003,0.486
1.3072596,110.6213379,0.205,0.558
4.0505767,101.8103027,-0.528,0.511
1.2193903,110.5993652,-0.310,0.502
2.0540032,102.5793457,1.034,0.575
4.6859294,100.9313965,0.090,0.529
5.1456567,102.9968262,-0.007,0.528
4.6640299,114.8181152,0.341,0.505
5.3863356,103.0627441,0.169,0.551
6.1077838,100.5578613,0.221,0.543
3.7217452,113.7634277,0.015,0.500
4.9267785,100.6896973,-0.460,0.544
0.9557662,110.6433105,-0.331,0.511
1.7026302,103.8757324,0.651,0.526
2.0320445,113.1262207,-0.126,0.457
5.5831840,100.7775879,0.261,0.540
3.6340356,103.1506348,0.134,0.523
1.7026302,103.2824707,-0.027,0.530
4.3354564,100.6237793,0.050,0.499
1.3731595,110.2038574,0.204,0.579
4.4669035,101.1071777,-0.124,0.563
3.2831139,103.1066895,-0.875,0.520
4.4449973,117.4987793,-0.020,0.540
4.5107140,118.5095215,-0.111,0.515
3.5024552,101.9201660,1.100,0.504
3.6998186,100.9753418,0.477,0.528
6.8064439,116.7517090,-0.925,0.493
3.3927908,113.4997559,-0.455,0.520
4.4230904,100.9094238,-0.115,0.510
4.1601581,114.3127441,-0.157,0.498
2.4931093,102.4475098,0.695,0.479
5.9111167,116.5100098,-0.647,0.459
4.6202287,101.1071777,1.057,0.504
0.9997051,110.7312012,-0.151,0.508
4.7735207,101.7663574,-0.265,0.501
3.8094460,102.5573730,-0.096,0.510
2.2296616,111.8078613,0.044,0.467
4.9048867,101.7883301,0.036,0.545
6.5227299,116.5100098,0.463,0.544
3.4147247,102.0300293,0.450,0.573
5.2988268,116.0485840,0.074,0.511
4.2478122,101.1511230,0.128,0.536
5.7799663,115.9606934,0.624,0.539
4.0944111,113.8513184,0.269,0.544
5.8018269,102.1838379,0.074,0.535
1.5488836,103.9196777,0.713,0.506
3.3927908,101.5246582,0.950,0.547
4.8392069,101.9641113,0.901,0.561
4.0067400,101.2170410,-0.568,0.525
3.9409805,103.3264160,0.096,0.528
1.6806671,111.9396973,-0.061,0.454
4.9705600,115.6970215,0.153,0.502
5.9111167,100.4040527,-0.123,0.541
5.1237722,118.2897949,-0.424,0.496
2.9978987,102.6232910,-0.809,0.530
2.6028640,113.1262207,-0.451,0.413
5.8892605,102.4694824,0.805,0.560
6.4135660,100.2282715,0.479,0.526
3.7217452,103.2165527,-0.332,0.530
4.4011829,115.7189941,-0.347,0.520
1.2852926,110.4895020,-0.051,0.525
3.8532931,101.1511230,-0.248,0.508
5.2769476,100.2502441,0.935,0.556
4.5107140,102.6452637,0.042,0.537
2.8881803,113.0163574,-0.384,0.504
1.1095498,111.4343262,0.567,0.553
3.5243866,101.6564941,0.699,0.530
5.2331870,100.7775879,0.032,0.534
4.4230904,114.0270996,0.462,0.550
3.4147247,101.5246582,-0.460,0.580
5.9329721,116.6198730,0.111,0.525
5.1456567,103.1286621,0.557,0.526
4.0286586,114.0051270,-0.854,0.496
1.4390576,110.5554199,-0.206,0.499
2.6248138,101.8981934,-0.129,0.469
1.4829887,110.1159668,-0.519,0.511
2.1637921,102.3156738,0.407,0.563
5.6925158,115.8947754,0.409,0.500
3.5243866,113.9172363,-1.106,0.436
5.7581050,116.4660645,-0.560,0.467
1.6806671,103.1066895,-0.090,0.516
5.8674033,102.5134277,0.510,0.530
5.4519589,103.0407715,0.647,0.550
1.3731595,110.7312012,0.077,0.488
1.0656124,111.0827637,-0.373,0.550
2.8003980,102.4035645,0.655,0.583
2.3394375,112.1594238,-0.173,0.520
2.5809138,112.3352051,0.371,0.535
2.9978987,113.9831543,-0.357,0.456
4.2258996,100.6237793,0.924,0.565
3.7217452,100.9094238,0.295,0.531
5.0800010,101.8981934,-0.105,0.535
1.5488836,103.5241699,-0.113,0.560
5.8674033,116.3562012,-0.508,0.519
1.6587038,104.1613770,0.262,0.496
6.0640861,100.3161621,0.557,0.516
3.4805234,101.6784668,0.093,0.517
3.0198411,112.9284668,-0.154,0.493
3.6998186,102.9968262,-0.039,0.501
2.6687122,112.0495605,-0.771,0.497
3.3927908,113.3459473,0.860,0.561
6.8282612,116.8176270,-0.761,0.479
3.1734250,113.7414551,-0.239,0.456
4.2916356,100.9094238,-0.325,0.539
5.5394455,118.3776855,-0.562,0.533
4.4230904,118.5754395,0.286,0.553
5.8455454,102.0080566,0.399,0.561
3.4366581,102.5134277,-0.277,0.528
1.9881263,112.9504395,-0.574,0.492
1.7026302,110.0500488,0.388,0.487
5.7581050,117.0593262,-0.517,0.535
3.7875216,113.6535645,-0.149,0.522
6.1951683,100.6018066,-0.468,0.539
2.0100856,103.1726074,-0.855,0.571
5.5175751,115.8068848,0.399,0.526
6.3698938,100.2062988,0.434,0.537
4.5764249,114.9499512,-0.744,0.518
5.2550677,101.6564941,-0.322,0.530
4.2039864,101.9860840,-0.064,0.523
6.4790672,100.4479980,0.418,0.530
6.4135660,100.5358887,-0.356,0.485
2.1418349,112.1594238,0.124,0.511
4.6202287,115.3234863,-0.617,0.482
5.7799663,102.5134277,-0.136,0.550
2.6687122,112.0275879,-0.802,0.516
5.4738318,102.2937012,0.299,0.547
5.4519589,115.6750488,-0.380,0.483
4.8392069,117.3669434,-0.759,0.499
2.6467632,112.3352051,-0.141,0.539
2.6687122,101.8322754,0.364,0.562
2.7784514,101.4147949,0.136,0.493
5.4738318,102.0300293,-0.067,0.476
5.6925158,116.0266113,0.319,0.539
5.6269192,101.0412598,-0.134,0.521
1.7685179,103.1506348,0.129,0.517
5.2550677,115.6750488,-0.561,0.496
2.4492049,101.9860840,0.176,0.509
5.2988268,118.1140137,-0.509,0.551
2.2955282,102.3815918,-0.101,0.494
2.9540126,101.6564941,0.418,0.543
5.6269192,117.2131348,-0.414,0.558
2.2955282,112.2033691,0.081,0.457
4.5983271,101.9860840,-0.102,0.499
3.9409805,114.5324707,-0.208,0.535
5.5613152,116.2243652,-0.794,0.500
2.9101249,101.3708496,0.215,0.537
5.6050520,100.6457520,0.582,0.580
4.9267785,102.0080566,0.452,0.485
5.1675404,118.3776855,-0.359,0.485
3.0417830,101.7443848,0.597,0.516
2.1418349,102.6452637,0.022,0.533
5.0362268,103.1286621,0.023,0.510
3.0856655,113.0603027,0.257,0.545
1.7904800,111.3244629,0.134,0.517
4.4011829,101.3708496,0.207,0.532
5.3863356,115.7409668,0.366,0.534
2.8003980,101.7663574,0.848,0.558
3.1295462,113.3020020,0.073,0.513
5.2988268,100.7775879,-0.097,0.535
4.5326183,101.0852051,1.031,0.563
4.9267785,100.9094238,0.020,0.503
3.0637244,103.0627441,0.039,0.552
5.6925158,100.6896973,-0.733,0.527
2.5370123,102.7770996,0.315,0.535
3.6121068,114.9938965,-0.169,0.406
2.0320445,103.2604980,-0.154,0.544
5.9329721,100.4479980,0.087,0.501
4.8392069,116.2463379,-0.716,0.440
1.5269188,110.6652832,-0.377,0.500
5.4519589,116.3342285,-0.721,0.440
1.6587038,103.2824707,-0.475,0.533
1.9442068,103.2385254,-0.131,0.544
5.3425828,115.5871582,0.298,0.541
1.4390576,110.6652832,-0.027,0.518
1.1315182,111.5441895,-0.516,0.507
5.7143797,102.2277832,-0.204,0.531
3.0637244,101.7004395,1.005,0.505
6.3917304,99.8547363,0.625,0.537
6.4790672,116.8615723,0.017,0.584
5.8892605,102.0739746,-0.037,0.527
1.6367402,103.2385254,-0.053,0.511
2.1857489,111.7858887,-0.238,0.510
2.2516175,102.3596191,-0.391,0.507
5.1456567,118.6853027,-1.227,0.434
3.9190595,102.3596191,0.015,0.549
1.5269188,104.2712402,0.345,0.540
5.2550677,118.3117676,-0.136,0.548
2.4272521,102.1179199,-0.260,0.525
2.6467632,112.1594238,-0.054,0.565
2.9540126,102.9309082,-0.470,0.530
1.7685179,103.8317871,-0.461,0.518
2.0759616,112.0056152,-0.069,0.493
0.9557662,110.7092285,-0.484,0.488
3.4585910,102.4475098,0.655,0.564
5.1237722,102.9968262,0.324,0.515
4.9705600,101.1291504,-0.010,0.532
1.1534865,111.4562988,0.096,0.522
3.4585910,102.4255371,0.984,0.566
1.2413579,111.8078613,-0.348,0.531
6.1296313,116.1364746,0.158,0.562
3.3708564,102.4255371,-0.226,0.497
6.3262180,117.3669434,-0.690,0.515
1.9881263,103.4582520,0.126,0.516
7.3297783,117.1472168,0.493,0.438
2.8442900,112.3352051,-0.099,0.500
5.6925158,117.0812988,-0.498,0.511
6.1077838,116.3342285,-0.394,0.508
5.6269192,117.6965332,-0.556,0.447
5.8674033,102.4035645,0.115,0.533
3.2611771,113.1262207,0.462,0.603
3.8313699,103.3703613,0.730,0.564
2.9320690,103.1066895,-0.482,0.546
6.4135660,100.3820801,0.273,0.534
4.7516240,103.3703613,-0.433,0.527
5.3425828,117.9382324,-0.774,0.502
6.0422360,102.1398926,0.763,0.576
4.3573658,100.9094238,0.370,0.514
1.5488836,110.3356934,1.171,0.501
1.2633253,110.2917480,-0.237,0.482
5.1894234,117.7404785,-0.569,0.414
6.4790672,100.2722168,0.797,0.557
1.7245930,109.7424316,-0.429,0.521
5.1456567,116.4880371,-0.607,0.436
3.0637244,102.0520020,0.236,0.520
3.4585910,101.2609863,-0.462,0.566
5.7143797,116.0485840,0.500,0.587
2.7345569,102.9748535,-0.696,0.504
1.6367402,112.3791504,-0.471,0.443
5.8018269,117.8942871,-0.222,0.483
2.3394375,111.8078613,0.473,0.527
5.2550677,100.6457520,-0.293,0.522
6.3262180,100.4040527,0.718,0.535
3.3927908,101.8322754,0.179,0.570
2.2077054,111.2145996,0.587,0.537
5.9329721,117.3669434,-0.851,0.523
3.1953637,101.7883301,0.789,0.558
2.3833455,103.8317871,-0.480,0.557
6.1733235,100.3601074,0.684,0.564
2.9101249,101.7224121,0.842,0.546
1.0875811,111.8737793,-0.064,0.470
3.9409805,101.3708496,-0.185,0.535
2.4711573,101.9421387,-0.248,0.530
2.6906608,101.8103027,-0.130,0.516
4.6421296,117.7624512,-0.303,0.477
1.4610233,110.4016113,0.899,0.564
3.0637244,112.8186035,-0.091,0.527
2.8662354,112.7746582,-0.378,0.512
6.0859354,102.0739746,-0.120,0.531
1.3731595,110.3356934,0.445,0.551
4.3792747,103.4143066,0.034,0.548
4.6421296,101.1071777,1.090,0.508
4.8392069,100.6237793,0.864,0.564
2.6687122,101.5686035,0.882,0.558
3.1295462,113.2800293,0.212,0.534
3.5024552,103.4143066,0.279,0.541
4.9486696,100.8215332,-0.168,0.547
5.1018870,116.5319824,-0.573,0.450
2.9101249,101.4807129,0.641,0.562
5.4300853,116.9934082,-0.928,0.448
5.8236865,117.2351074,-0.721,0.466
5.1894234,119.1906738,-0.150,0.506
1.8124418,113.7414551,-0.023,0.529
5.2113056,103.1945801,1.083,0.564
5.1018870,116.0925293,-0.305,0.564
6.0859354,100.6457520,-0.158,0.530
3.7217452,114.3347168,-0.243,0.460
2.8223442,101.5026855,0.900,0.520
5.4082108,115.6311035,-0.421,0.518
2.8003980,104.1394043,0.286,0.550
4.0067400,101.9201660,-0.082,0.498
2.0100856,103.1286621,-0.627,0.548
5.5831840,100.6457520,0.531,0.578
5.1894234,100.7116699,0.255,0.520
5.1018870,118.2458496,0.416,0.552
3.7217452,101.1511230,0.215,0.539
4.3792747,118.2897949,-0.323,0.519
4.0505767,103.3703613,0.152,0.523
6.9155204,116.7736816,-0.214,0.504
1.5488836,110.5334473,0.195,0.508
4.0505767,103.3923340,0.651,0.543
3.9848207,114.6423340,-0.489,0.472
5.0581143,116.2023926,-1.231,0.468
5.7581050,117.4548340,-0.373,0.600
